SMILES,inchi_key,rf_logSolubility
NC(=O)OCC(O)NCC(=O)OOO,MGAADQUMAFUWDV-UHFFFAOYSA-N,-0.8673600000000006
COOC(=O)OCO,MJCLYYCXKPBPNQ-UHFFFAOYSA-N,-0.4399988888888888
CCOOC(=O)CCOC(O)COOC(=O)OCC,MJZFRTWSBLGQAK-UHFFFAOYSA-N,-1.6397699999999995
CCCO[PH](=O)OOC,MKEHWBILIZHRBK-UHFFFAOYSA-N,-0.8641699999999995
CCOCCC(=O)OCC(=O)OC,MKTNPBMVLBYZRQ-UHFFFAOYSA-N,-1.3213300000000001
CC(OCC(=O)OOC=O)OC(O)OOCO,MKZBXYRDPMOTDK-UHFFFAOYSA-N,-1.2876899999999998
CCNC(=O)OCOC(=O)OCO,MMSZQOLYISLZKM-UHFFFAOYSA-N,-1.2481105641025645
COOC(=O)C(C)N(C)S,MNIYBNXUWVLMJD-UHFFFAOYSA-N,-1.0545155555555552
CCOC(=O)OCS(=O)OO,MOANUWWHKCBALZ-UHFFFAOYSA-N,-1.09671
CCOC(=O)COC(O)COCCO,MSKHQVXBEPMQMH-UHFFFAOYSA-N,-1.2252100000000004
O=C(OCCCO)OOCO,MTIUCGGPWVWEON-UHFFFAOYSA-N,-0.6467299999999997
CCC(O)OCOC(=O)OO,MUEWIGZODILILQ-UHFFFAOYSA-N,-0.8411833333333333
O=C(OCO)OC(O)CO,MVLWINUYKWCSHY-UHFFFAOYSA-N,-0.6430528571428572
CCCC(O)OC(=O)OOCC(O)OC=O,MVSBLQRANWDOPJ-UHFFFAOYSA-N,-0.8819999999999999
COC(=O)OOC(=O)OOO,MVWKRNBVBGRECK-UHFFFAOYSA-N,-1.266499442890443
CCS(=O)OOC(=O)OO,MWDHHQYQVGTHFR-UHFFFAOYSA-N,-0.94744
CCC(C)CC(=O)OOOCO,MYKBIRMHNYZINW-UHFFFAOYSA-N,-1.290763333333333
CCC(C)OC(=O)OOOCC(=O)OO,NABCWDSNRTUJLV-UHFFFAOYSA-N,-0.9957966666666667
NC(Cl)[SH](O)COOC(=O)NO,NABSUBRDSZOHMG-UHFFFAOYSA-N,-0.7606100000000001
CCC(=O)OCCC(O)OCC(=O)OO,NANLVUOEDYLCRQ-UHFFFAOYSA-N,-1.00597
CON(C)OCC(O)OCC(=O)OCC(=O)OO,NBUZQIFATAVGNU-UHFFFAOYSA-N,-1.1547199999999997
O=C(OO)OCOC(O)CO,NCDBWHVJTNDZDG-UHFFFAOYSA-N,-0.7447633333333333
COCCOC(=O)OOCO[PH](=O)SSOC(=O)OO,NDBVDAWTQIPEPY-UHFFFAOYSA-N,-1.32796
CCC(=O)ONCS(=O)OC[SH](C)C,NDCQZCLUMJAQBZ-UHFFFAOYSA-N,-1.1005799999999992
CCCOC(=O)OOC(O)OCO,NGLHCWTUUJELDM-UHFFFAOYSA-N,-1.0297800000000001
CCOC(O)OC=O,NGPONXRWEBJVNQ-UHFFFAOYSA-N,-0.5717066666666668
CC(OO)OC(O)COC(=O)OOO,NHGRWGRYJZSXNR-UHFFFAOYSA-N,-0.9748400000000004
COCC(O)OCC(=O)OOO,NHRATDVFLUELQK-UHFFFAOYSA-N,-0.8514300000000002
NC(=O)OCC(=O)OO,NIWBQWXJIQJVTO-UHFFFAOYSA-N,-0.43122954545454534
CCCO[PH](=O)OCSS(=O)OCCCC(=O)OCO,NJUKRAFDKKWVAT-UHFFFAOYSA-N,-1.8995199999999992
CCOC(=O)OCOC(=O)OCO,NLONVRPXNGUXJA-UHFFFAOYSA-N,-0.8768300000000002
CCOC(=O)OOCOOC(=O)OCOC(=O)OCC=O,NPLUSEWTACFPSA-UHFFFAOYSA-N,-1.5462799999999999
CCCSC(=O)OOC(O)OC=O,NPQXQVOJUMSASY-UHFFFAOYSA-N,-1.3235500000000002
CCC(C)OCC(=O)OO,NPSGEYHXJVQZIZ-UHFFFAOYSA-N,-1.1917799999999996
CCCCOC(=O)OC(=O)ON,NQTBMOIICKPBMD-UHFFFAOYSA-N,-1.2024536507936503
COCC(O)CCOC(=O)OO,NQZCSAFMUBQWKE-UHFFFAOYSA-N,-0.9675900000000002
CC(O)COC(=O)OCON(P)C(=O)OO,NRDMQMAZMGMAAT-UHFFFAOYSA-N,-0.9627299999999999
COOC(=O)COOC(=O)OCC(O)CO,NTSSFPRCIDBCAW-UHFFFAOYSA-N,-1.0383699999999996
CCCC(O)NC(=O)OO,NUHUCTPZKAXRRQ-UHFFFAOYSA-N,-0.7471599999999999
CCSCCC(O)OCC(=O)O,NVMFVTSGCJVRMY-UHFFFAOYSA-N,-1.0797800000000002
COOC(=O)OC(C)OC(O)COO,NWFYZBNVORVZSW-UHFFFAOYSA-N,-0.8356399999999999
COC(O)OCOC(=O)OO,NXZUQHSBGVKSRG-UHFFFAOYSA-N,-0.6170960588235296
CCCOC(=O)OOCCC(=O)OOO,OCGBXOUNOSJZEP-UHFFFAOYSA-N,-1.12315
CC[N+](=O)OOOOCO,ODCCNDLCAFGEBH-UHFFFAOYSA-N,-0.5684100000000001
CCOC(=O)OCC,OIFBSDVPJOWBCH-UHFFFAOYSA-N,-0.7067399999999996
CCOC(=O)OOOC(S)OC(=O)OOCCC(O)O,OILCPSLSDAHPAN-UHFFFAOYSA-N,-1.2383100000000002
COCC[SH](O)C(=O)OCC(O)OC,OILFNVILPJXKTN-UHFFFAOYSA-N,-1.0510200000000003
COOC(=O)OOCOOC(=O)SO,OIVSDGUCVONGJR-UHFFFAOYSA-N,-0.8374699999999997
O=C(OO)OCOC(O)COC(O)CCO,OIXCZNDHZQSFIK-UHFFFAOYSA-N,-0.7592199999999998
O=C(OO)OCOC(=O)OCOC(O)COCO,OKAHSXPICYIWMW-UHFFFAOYSA-N,-1.2018300000000002
CCOCC(O)OC(=O)OCO,OKFVGGLQNWRNSX-UHFFFAOYSA-N,-0.9466100000000002
O=C(NC(O)CCO)OCOS(=O)OCO,OKPUWFKGMWLHIY-UHFFFAOYSA-N,-0.9256399999999999
NCOC(O)CC(=O)OO,OLPJGCYDCMXPCN-UHFFFAOYSA-N,-0.16262333333333326
CCOC(=O)OOC(O)OCC(C)OC(=O)OO,OMCKPDPWOQYGLY-UHFFFAOYSA-N,-1.60034
COC(=O)COC(O)OCOOC(=O)N(S)CCl,ORUYDKZOVPBCLY-UHFFFAOYSA-N,-1.4102900000000005
O=C(Cl)OOCC(O)OCC(=O)OO,OSUFLNQTXNRNOZ-UHFFFAOYSA-N,-0.7493499999999998
COCC(=O)OOCC(=O)OO,OSVXLNHDMAAADR-UHFFFAOYSA-N,-1.2117699999999998
CNC(=O)OOCC(O)CO,OTCGRHDFGNZOGQ-UHFFFAOYSA-N,-0.6922400000000001
CCC(=O)OCC(=O)OOF,OUHAEFBZFGKQHW-UHFFFAOYSA-N,-1.0426399999999998
COCC(O)OCOC(=O)OCO,OVMOTELQHIODSC-UHFFFAOYSA-N,-0.9879200000000004
O=C(CCOC(O)OCOC(O)OCO)OO,OWDJWBLQPLAZFQ-UHFFFAOYSA-N,-1.0066599999999997
CCOC(=O)CC(O)COC(O)CO,OXIIDICFQZOXKK-UHFFFAOYSA-N,-0.7081000000000001
COC(O)CCC(O)C=O,OXMGOEQLHDUKFB-UHFFFAOYSA-N,-0.3970799999999997
CCCOC(=O)OOCO,OYFOBDAGGQSHQS-UHFFFAOYSA-N,-0.95859
CCOCCOC(=O)OOCOC(=O)OOCO,OZHSPSQBCPTPNI-UHFFFAOYSA-N,-1.3610100000000003
NC(=O)OOCC(O)ONC(=O)OO,OZSQLPRCSNMAEK-UHFFFAOYSA-N,-0.4919499999999997
CCOC(=O)OOCOC(=O)OCO,PAEQBAYZCLBUJH-UHFFFAOYSA-N,-0.8964699999999999
CCCCSC(=O)OOCC(O)OC,PBCMGDIETUFLEJ-UHFFFAOYSA-N,-1.1985000000000001
COOC(=O)OCOOC(N)=O,PBJDPJJSHDVIHY-UHFFFAOYSA-N,-0.4456499999999999
CCCSC(=O)OCC(=O)OCOC(=O)OOCC,PBNKYMUKADNEHS-UHFFFAOYSA-N,-2.2188899999999987
CCS(=O)OCCC(O)OCO,PCPJNQQHBPXDDH-UHFFFAOYSA-N,-0.6777699999999999
CN(COC(=O)OC(O)CO)OC(=O)OO,PDZSIFAIXGVNNZ-UHFFFAOYSA-N,-1.05694
CCC(O)OC(=O)OCC(=O)OCO,PEMGANYLQPWUNJ-UHFFFAOYSA-N,-1.2199800000000003
CCOC(=O)OCC(=O)OCO,PEPNRWQWVCCJCR-UHFFFAOYSA-N,-1.2263399999999998
CCC(O)OOCC(=O)OCO,PFTRYPIKJNBQNN-UHFFFAOYSA-N,-0.9251000000000001
CCSC(=O)OONC(=O)OOO,PIJKZFWTFADDII-UHFFFAOYSA-N,-1.2043600000000003
CCCOC(=O)OCC(=O)OO,PINHCPXWOSHQDV-UHFFFAOYSA-N,-1.36452
CCCC(C)COC(=O)OOCN(C)C(=O)OO,PJDNBLZRDGTTTK-UHFFFAOYSA-N,-1.8192300000000001
CCCOC(=O)OCOC(=O)OOCCC(=O)OOCO,PJIJQWPLOIYZRM-UHFFFAOYSA-N,-1.44874
CC(O)OCC(O)OC(=O)OO,PKDJEVCLOXAGSH-UHFFFAOYSA-N,-0.8801199999999996
CC(C)OCC(S)OC(=O)OO,PKHSDBKYAVUDMD-UHFFFAOYSA-N,-1.5000661719298238
COC(=O)OOC(C)OC(=O)OO,PQIMKBKPCWOAMY-UHFFFAOYSA-N,-0.6378999999999999
COCOC(=O)OOCOC(=O)OO,PQSSVLRYUWYEGW-UHFFFAOYSA-N,-0.7973599999999997
CCOC(O)OCC(=O)OCO,PVCXXOVQFICPSE-UHFFFAOYSA-N,-1.17748
COCCC(O)CC(=O)OO,PVUXHYWNNRXMEU-UHFFFAOYSA-N,-0.8704100000000001
COCC(=O)OO,PWWCDEMRYRBWOJ-UHFFFAOYSA-N,-0.5937900000000002
CCCCC(O)OOCC(=O)O,PZYQLPKTKZZKBV-UHFFFAOYSA-N,-0.8369300000000002
CCCOC(=O)OOCOC(=O)OCO,QAFFEBNEWIBIAT-UHFFFAOYSA-N,-1.0827199999999997
CCOC(=O)OCOOC(=O)OO,QEANXIBKFUXIQW-UHFFFAOYSA-N,-0.8945499999999998
CCCCCOC(=O)OOO,QEHGOLIIVXPPFF-UHFFFAOYSA-N,-1.6704126658526652
CCOC(=O)OOC,QFMRKNCPLCZGLF-UHFFFAOYSA-N,-0.4683588888888888
CN(CN)OC(=O)OCO,QFQASXGMWWVDQX-UHFFFAOYSA-N,-0.5685899999999999
CCCOC(=O)OC(=O)OCOC(=O)OCO,QHFYURJGFRNNQR-UHFFFAOYSA-N,-1.4833900000000002
CCOCOC(=O)OCOC(=O)OCO,QHJBTINXIDGODU-UHFFFAOYSA-N,-1.2326366666666668
CNC(=O)OCC(=O)OOC,QITBFLAWWNQQAA-UHFFFAOYSA-N,-1.0986500000000001
CCCOC(=O)OOCCC(=O)OCO,QKPMYCPVLKDXQJ-UHFFFAOYSA-N,-1.07143
COCCC(=O)OO,QLCMJLPKWZWBEI-UHFFFAOYSA-N,-0.3498883333333334
COC(=O)OCCOC(C)=O,QMCPTEXCYILRSX-UHFFFAOYSA-N,-0.8076099999999997
CCOC(=O)OOCC(O)OC,QMEFZOKGJKBCJJ-UHFFFAOYSA-N,-0.9405200000000004
CCCOOC(S)OCC(O)OCC(=O)OO,QMPBMTYOMSYTJX-UHFFFAOYSA-N,-1.1609700000000003
CCC(N)OCC(=O)OCO,QPWKKSDETHCRQE-UHFFFAOYSA-N,-1.0254299999999998
CCOCOC(O)COC(=O)OOCOC(=O)OO,QRBSECLJVNTJOS-UHFFFAOYSA-N,-1.20724
OCCCC(O)Cl,QRPBKTFPOXFXTQ-UHFFFAOYSA-N,-0.1794699999999999
O=CCCOC(=O)OO,QTBPKTALGXVUEJ-UHFFFAOYSA-N,-0.8366666666666661
CCOC(=O)OOOC(O)OC(=O)OOO,QUPBNDDUJROBOA-UHFFFAOYSA-N,-0.7399499999999998
CC(COOC(=O)Cl)OC(C)OC(=O)OBr,QUUPMPPGIKJSFF-UHFFFAOYSA-N,-1.3281399999999997
CCOC(O)OCC(O)OCC(O)OCc1ccc(O)cc1O,QVANHEJDWQHZTC-UHFFFAOYSA-N,-2.4404733333333337
CCCOC(=O)OCC(=O)OCO,QXCWGAPOZCGLOL-UHFFFAOYSA-N,-1.3687200000000002
CCOC(=O)OOCOC(O)OC,QXSADIQDZONLCZ-UHFFFAOYSA-N,-0.9848300000000002
CC(O)COC(=O)OOCO[PH](=O)OC=O,QZHNQUMFRADUGQ-UHFFFAOYSA-N,-0.89024
CCC(O)OOCC(=O)OOOO,RABLCBLBOTVBJJ-UHFFFAOYSA-N,-0.9513300000000003
CCOC(=O)OOCCC(=O)OCCO,RBMHZMSJORVWDF-UHFFFAOYSA-N,-1.0554
CCOC(O)COO,RDEFZNORGPOOIX-UHFFFAOYSA-N,-0.34332
CCCOC(=O)OOOCCC(=O)OO,REQGJKKFRUXADT-UHFFFAOYSA-N,-0.9341299999999997
CCOC(=O)OSCC(O)CO,RFXOWIIHCJBSOB-UHFFFAOYSA-N,-0.91072
O=C(OO)OC(O)CCCl,RGLIWBOYFULNFZ-UHFFFAOYSA-N,-0.7694199999999997
CC(C)OC(=O)OCOO,RHEUNPMYBHHHGD-UHFFFAOYSA-N,-0.6919599999999998
CCOC(=O)OCC(=O)OCC(=O)OCO,RHIPYYDDYYIGDI-UHFFFAOYSA-N,-1.44757
O=CC(O)OCO[PH](=O)OO,RMJXEWWBXBLLTI-UHFFFAOYSA-N,-0.64203
CCC(O)OCC(O)OC=O,RMRJADCSXHIKMC-UHFFFAOYSA-N,-0.6461199999999999
CCC(=O)OCC(O)OC,RPRVFHPZAYEDJK-UHFFFAOYSA-N,-1.0434600000000003
COOC(=O)CC(O)SC,RQJVRCYQEMLZGG-UHFFFAOYSA-N,-0.9826100000000001
COCC(O)OCOC(=O)OOCOC(=O)OO,RSWJJRJMMWZTJW-UHFFFAOYSA-N,-0.99413
CCOC(=O)OCC(=O)OC,RTXFVYWTOCFFHK-UHFFFAOYSA-N,-1.1933
O=C(COOC(O)OCC(O)CO)OO,RUXFLUZSYBTSDJ-UHFFFAOYSA-N,-0.8055000000000002
O=C(CO)OOCC(O)CCl,RVQNSXXYVXOVGZ-UHFFFAOYSA-N,-1.0145000000000002
CCOC(O)OCOC(=O)OCOC(=O)OO,RVSPNRVJSQVQEG-UHFFFAOYSA-N,-1.0755266666666665
CCCC(=O)OOCO,RVYWSTNQEFYVMG-UHFFFAOYSA-N,-1.24228
O=CCC(O)CCO,RWBCOEJUQZPRHX-UHFFFAOYSA-N,-0.11046999999999997
CC(CS(=O)OCO)OOC(=O)ON,RXQPYWWNSUEACB-UHFFFAOYSA-N,-1.0422499999999995
C=[N+]S(=O)OOCO,RYDGZHHXUJYPBJ-UHFFFAOYSA-N,-0.3675622222222221
O=C(CCl)OOOC(=O)OOCO,SAAAHVJACRDGMV-UHFFFAOYSA-N,-1.1977400000000002
O=C(OCO)OCO,SAOVIWBEBOZJBO-UHFFFAOYSA-N,-0.6080126229260934
O=C(Br)OCC(=O)OO,SEFHUIVYTCHLGW-UHFFFAOYSA-N,-0.4224138888888886
CCC(=O)OCCO,SFAMKDPMPDEXGH-UHFFFAOYSA-N,-0.6657299999999994
O=C(Cl)OCC(=O)OO,SFLHPPGLXYVOLN-UHFFFAOYSA-N,-0.4224138888888886
CCCOC(=O)OSCOC(=O)OO,SHJDWCAERHAGQS-UHFFFAOYSA-N,-1.1019199999999993
CCOC(=O)OOOC(O)OC(=O)OO,SIJHOKRPWOKZKY-UHFFFAOYSA-N,-0.7414799999999998
CCCOC(=O)OOCCOC(=O)OO,SKEKFANTPPUAKV-UHFFFAOYSA-N,-1.0486000000000002
CCOC(=O)OCC(C)=O,SKRLBQJHSKOQOP-UHFFFAOYSA-N,-1.1144066666666663
CCC(=O)OCOC(=O)OO,SMVJIKXFVPNZFJ-UHFFFAOYSA-N,-0.9902799999999998
CCOC(C)OCC(C)OC(=O)OO,SMWPDDANSUJTSU-UHFFFAOYSA-N,-1.6512299999999993
CCCOC(=O)OCOC(=O)OO,SNYKOBCZLPKLRN-UHFFFAOYSA-N,-1.1517199999999996
O=C(CC(O)CO[SH](O)CCOOOC(=O)OCO)OCO,SOPDOFTUAIGNGD-UHFFFAOYSA-N,-1.1895600000000002
CCCOC(O)CC(C)OC(=O)OCC(O)CO,SOXZRSHXYGXYSE-UHFFFAOYSA-N,-2.62064
CNC(=O)COC(=O)OOOC,SRDVPVYUVYQPEI-UHFFFAOYSA-N,-0.88416
CCOC(=O)OOCO,SSRDADYYJYITHK-UHFFFAOYSA-N,-0.5715688888888887
CCOC(=O)OCCOC(=O)OOCO,SVPWOMCAFSREBS-UHFFFAOYSA-N,-1.4217800000000003
CCC(Cl)CC(=O)OO,SXAQYZFRHCALDJ-UHFFFAOYSA-N,-1.3346908293168809
CCCOC(O)OCCC(=O)OO,SXGRSQCZDXSBDC-UHFFFAOYSA-N,-1.07484
CC(C)OC(=O)OCN(O)OCC(=O)O,SXNKBQDTWPUZTG-UHFFFAOYSA-N,-1.0871100000000002
NC(=O)OOCC(O)OCC(=O)O,SZEMNDVTKRGWTK-UHFFFAOYSA-N,-0.6643199999999996
CCCC(C)OC(=O)OC,SZNSABMHTKBDFG-UHFFFAOYSA-N,-1.5785899999999997
CCCCOC(=O)OOP,SZOLBSFPCSKIMI-UHFFFAOYSA-N,-1.2589714285714286
COCC(O)OC(=O)OP,TUHYJIOWSGWUCS-UHFFFAOYSA-N,-0.8547000000000002
O=C(OCO)O[SH]=CCl,TVEWUNWBCKUJNG-UHFFFAOYSA-N,-0.9832600000000002
CCCOC(=O)OCC(=O)OOCOC(O)CN(O)OC(=O)OO,TWMPHBTXQGFDIL-UHFFFAOYSA-N,-1.38382
CCC(S)OC(=O)OO,TWZLERDPFDUTED-UHFFFAOYSA-N,-0.8086199999999996
CCOC(=O)OCOC(=O)OOCO,TXTFMSRYTMZOLY-UHFFFAOYSA-N,-0.9461200000000001
COC=O,TZIHFWKZFHZASV-UHFFFAOYSA-N,-0.3695407181641886
CCN(C=O)CS(=O)OCOBr,TZQSXRJMOKTDFX-UHFFFAOYSA-N,-1.0724715384615384
COOC(=O)OCCOC(=O)COC(C)C,TZWFKGVBKWGOGJ-UHFFFAOYSA-N,-1.8344492307692297
CCN(C)OCC(=O)OCO,UDMYTWMSGHDDGH-UHFFFAOYSA-N,-1.0054599999999998
COOC(=O)CCOC(C)=O,UDVRXBRVZZUSRC-UHFFFAOYSA-N,-1.0837799999999997
COC(=O)OOCC(O)OCC(=O)OCO,UEAQKVCLDHVULU-UHFFFAOYSA-N,-0.9689600000000003
CCOC(=O)OOC[SH]=O,UFFJDFISQGHXRB-UHFFFAOYSA-N,-0.796048888888889
CCCCOC(=O)OCC(Br)COCO,UFZVWSRZGUQJMJ-UHFFFAOYSA-N,-2.50545
CCCSC(O)OCC(=O)OOC,UHKSGXNICYQMNR-UHFFFAOYSA-N,-1.1173799999999998
CC(=O)SOCC(=O)OO,UIGDRDLYUOFPIM-UHFFFAOYSA-N,-0.9639466666666668
CCS(=O)OCOC(=O)OCCC(=O)O,UJPOUHNVIYJQHD-UHFFFAOYSA-N,-1.2319599999999995
O=C(OO)OOCC(O)OCCCO,UJQRYZNMVKWQND-UHFFFAOYSA-N,-0.8488600000000003
C=C([N+])OC(=O)OCCO,UJWZSXSAVPBGER-UHFFFAOYSA-N,-0.9826700000000002
CCC(O)O,ULWHHBHJGPPBCO-UHFFFAOYSA-N,0.3186800000000002
CCOCC(=O)OO,ULYBJOMJQUHMOL-UHFFFAOYSA-N,-0.6591166666666666
O=C(CC(O)CO)OCO,UMWGYQAXVLIQTK-UHFFFAOYSA-N,-0.6198933333333332
CCCCCOC(=O)OCOC(=O)OO,UNLQMCDUAOXHOK-UHFFFAOYSA-N,-1.691755714285714
CCOC(=O)OCCO,UOQTVEMFXWKBBS-UHFFFAOYSA-N,-0.5167899999999996
CC(CO)OC(=O)OCC(=O)OOO,UQBIEGHZMRKSRI-UHFFFAOYSA-N,-1.2397700000000003
O=C(OO)[SH](C=CO)OCl,URAFFKXLCBXNPN-UHFFFAOYSA-N,-0.8599233333333334
CCCC(=O)OOOC,USIOEWXEQRWNNX-UHFFFAOYSA-N,-1.0617899999999998
COC(C)OC(=O)OCOC(=O)OF,UUPLIWCNZHKGLW-UHFFFAOYSA-N,-0.8436166666666668
CCC(O)OCC(O)CC(=O)Oc1ccc(O)nc1O,UUZHDXUIFABLDD-UHFFFAOYSA-N,-2.3438400000000006
CCC(=O)OC(O)OCO,UVVHEZNMNBBQCC-UHFFFAOYSA-N,-0.7789599999999995
COOC(=O)COC(=O)Cl,UXTSHTGXSCOGOY-UHFFFAOYSA-N,-0.8656099999999999
CCOC(=O)OO,UYKQBCCHYMNDCF-UHFFFAOYSA-N,-0.2860739682539682
CCCC(O)OCC(C)OC(=O)OCO,UYYBDJHMYAALRJ-UHFFFAOYSA-N,-1.1941099999999998
CCCC(=O)OCOC(=O)OOCO,UZGIJYIKETZPCI-UHFFFAOYSA-N,-1.4216500000000005
CC(=O)OOCOC(=O)OO,VANFLTOGNULBGO-UHFFFAOYSA-N,-0.6224433333333333
COOC(=O)OCOC(=O)O,VBCBRXAPMVDMNR-UHFFFAOYSA-N,-0.61935
COCC(=O)OCC(=O)OCO,VGCSFMWMILCHPI-UHFFFAOYSA-N,-1.07938
CCOC(=O)OOOO[PH](=O)OOO,VGDJRQJGEMVFEW-UHFFFAOYSA-N,-0.63056
CCCC(C)OC(C)OCC(=O)OO,VHAUYVHEGHEJOQ-UHFFFAOYSA-N,-2.1179999999999994
CCC(O)OCCOC(O)OCO,VHQNJLNPRMVRCE-UHFFFAOYSA-N,-0.5477099999999999
CCCN(C)C(=O)OOC,VIIKGRXRKVGNIQ-UHFFFAOYSA-N,-1.339582222222222
CCC(=O)OCl,VIRPUNZTLGQDDV-UHFFFAOYSA-N,-0.17580806804306806
COC(=O)OCOC(=O)ONC(=O)OOCO,VJSBRKKYNWLGHL-UHFFFAOYSA-N,-1.1605300000000005
COC(=O)OOOCO[PH](=O)[O-],VMKRFSCBQWMDOA-UHFFFAOYSA-M,-0.77973
CCC(=O)OOC=O,VMLHOOCZJYVMAD-UHFFFAOYSA-N,-0.8076499999999999
CCOC(=O)OC#CN(C)OC,VNIWYPMUJDASND-UHFFFAOYSA-N,-1.1668500000000004
CCOC(=O)OCCC(=O)OCO,VNKDKRNRBKWGNC-UHFFFAOYSA-N,-1.1942300000000003
O=C(COOC(=O)OC(Cl)NO)OO,VNMLVKKBESGGTG-UHFFFAOYSA-N,-0.6477015384615382
COC(O)COC(O)OOC(N)=O,VORUYPPVMLWELN-UHFFFAOYSA-N,-0.7443400000000002
COCCC(C)OC(=O)OOOC,VOWIBMOOUYIKKT-UHFFFAOYSA-N,-1.021429999999999
CCOCOCC(=O)OOOC,VOZUONFQHNVXAT-UHFFFAOYSA-N,-1.02659
CCCCOC(=O)OCc1ccc(S)cc1,VRQJEDGMJKXADP-UHFFFAOYSA-N,-3.912650000000001
O=C(COC(O)COOC(=O)SOC(O)O)OO,VWGIYMJPQLFACO-UHFFFAOYSA-N,-1.0189999999999992
O=C(OCC(O)COC(O)OO)OOCO,VWPDARPPJXWSRH-UHFFFAOYSA-N,-0.7535399999999999
CCCOC(O)OC(=O)OCC(O)OCO,VWRAVWSROGCYBU-UHFFFAOYSA-N,-0.8504699999999998
CCOC(=O)OOCOC(=O)OOOOOC(O)OCC(=O)OO,VWRBWYYWXNLVQL-UHFFFAOYSA-N,-1.20986
COOC(=O)OC(O)CCl,VXOQUDNFGAHQER-UHFFFAOYSA-N,-0.6997399999999998
CCOC(=O)OOCOC(=O)OOCO,VYXZAQUKPABKCE-UHFFFAOYSA-N,-0.8633599999999998
CN(C)COC(=O)OSC=O,WAXCFYQHFMJQJA-UHFFFAOYSA-N,-0.9641166666666662
CCC(=O)ONC(=S)OSOCCOC(=O)OO,WCABHHAPIDDAKY-UHFFFAOYSA-N,-1.5735099999999997
COC(=O)OOCOS(=O)OO,WCXHUGWLVHTJRW-UHFFFAOYSA-N,-0.6664999999999999
CCC(C)OC(=O)OO,WHLQSCBTLNMDDR-UHFFFAOYSA-N,-0.8764099999999996
CC(C)NC(=O)OCOC(=O)OCl,WHRIBVBNJRFXBA-UHFFFAOYSA-N,-1.2971076229260934
CCCC(=O)OCCOC(=O)OO,WJCCMSJPGMAFOL-UHFFFAOYSA-N,-1.1699000000000002
COO[PH](=O)OCCCC(O)CC(=O)O,WKZPVPUHDDIJNB-UHFFFAOYSA-N,-0.84274
CCC(O)OC(=O)OOCC=O,WLHPGIMYPSVTRF-UHFFFAOYSA-N,-0.7547199999999996
OCCOC(O)CO,WNFKEMATTFUWHS-UHFFFAOYSA-N,-0.03493538461538458
CCCOC(O)OCC(=O)OOOC,WOJIKAPMRVJXAW-UHFFFAOYSA-N,-1.1319599999999999
O=C(S)OC(O)OCOC(O)OC(=O)OO,WPNBUPNMPUKTPQ-UHFFFAOYSA-N,-0.730483
COCOC(N)=O,WQBZJYMVYGBAEL-UHFFFAOYSA-N,-0.3678636229260935
CCOC(O)OCCOC(=O)OOC,WRNGVAFZXCOZTG-UHFFFAOYSA-N,-1.28337
CCOC(=O)OCOC(=O)OOC(=O)OOCO,WSAPGPDTLURGRR-UHFFFAOYSA-N,-1.2389100000000004
COC(=O)OOC(=O)OOCSc1nccn1O,WTFLUJPMQXXSFN-UHFFFAOYSA-N,-1.3762200000000004
C=C(O)OCOC(=O)OBr,WVOHLBFIAZRREI-UHFFFAOYSA-N,-0.72152
CCCC(O)NC(=O)OCC=O,WVWOAHURVVPIBY-UHFFFAOYSA-N,-1.0753100000000002
COC(=O)OOCC(=O)OOCC(O)CCC(=O)OO,WZGTWRIGEYTNGL-UHFFFAOYSA-N,-1.3036200000000002
CCOC(C)OC(=O)OOCC(=O)OO,XAJGRTLNGZIXOP-UHFFFAOYSA-N,-1.2682500000000003
O=C(OO)OC(O)COC(O)OCO,XAQDMADMZAJQLK-UHFFFAOYSA-N,-0.77048
CCCCC(=O)OCO,XBVIHALCIHIXRI-UHFFFAOYSA-N,-1.3790500000000006
CCOCS(=O)OO,XCVFOPHILIXMJF-UHFFFAOYSA-N,-0.5282366666666668
CCCOC(=O)OOOCC(O)CO,XEALHUCLLPBIAE-UHFFFAOYSA-N,-0.5848199999999999
CCCOOC(=O)OO,XFZNICQNPFZULJ-UHFFFAOYSA-N,-1.0520866666666664
CCOC(=O)OOCC(O)OCO,XGWSFKQRMKELLT-UHFFFAOYSA-N,-0.72362
COOC(=O)SOOC(=O)OC,XHGAWSPPVACLDL-UHFFFAOYSA-N,-0.5641015384615381
CCC(O)OOCC(O)OCC(O)CO,XHGKYNBIWPUZMB-UHFFFAOYSA-N,-0.6838000000000001
CCCN(O)CC(=O)OOCCC(=O)OOO,XKWLOPZWKCVGLF-UHFFFAOYSA-N,-1.0755
C=CCOC(=O)OOC,XMDDKARDGLSFGW-UHFFFAOYSA-N,-0.84667
COC(=O)OCOC(=O)OCO,XMJXBQQWDCQNHZ-UHFFFAOYSA-N,-0.8339273333333332
CCCOC(=O)OOO,XNDACXXYRQYVMV-UHFFFAOYSA-N,-1.0075988888888887
CCOC(=O)OOCC(O)OCC(=O)OCO,XONVIPSQDJNSAA-UHFFFAOYSA-N,-1.4387599999999994
CC(O)OOC(O)CC(O)OCC=O,XPPJGGHHVQTBBF-UHFFFAOYSA-N,-0.3995299999999999
COC(=O)OOOC(O)CC(=O)OOCO,XQSVJQONDOJFBA-UHFFFAOYSA-N,-1.0046400000000002
