SMILES,lipo,inchi_key
N=C(N)SCc1ccc(Cl)c(Cl)c1,1.28,LZTCFLDZLBOLDW-UHFFFAOYSA-N
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,1.7,HPJKCIUCZWXJDR-UHFFFAOYSA-N
Cc1ccc(COC(=O)N2CCC(CNc3ncccn3)CC2)cc1,3.6,IQBMPJYFQVSHLG-UHFFFAOYSA-N
COCC(C)Oc1cc(OC(C)Cc2ccccc2)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1,1.5,OCBMECSFDVUYQN-UHFFFAOYSA-N
Oc1ncc(NCc2ccccc2)c(O)n1,0.82,PBRBBWKUUQNONR-UHFFFAOYSA-N
COc1cc(-c2ccc(Nc3ccccc3C(=O)O)c(OC)c2)ccc1Nc1ccccc1C(=O)O,1.8,IQZIRNIZQHVBMB-UHFFFAOYSA-N
COc1cc(C(=O)c2cc(Cl)ccc2N)cc(OC)c1OC,3.38,XNXGUYDYCYSOCU-UHFFFAOYSA-N
N#Cc1cccnc1-c1ccc(C(=O)Nc2ccccc2N)cc1,1.58,ZQPGFKNMOSRNOQ-UHFFFAOYSA-N
CN(C)CC1CCn2c(c(C3=C(c4cn(C)c5ccccc45)C(=O)NC3=O)c3ccccc32)C1,2.88,FXGHOAZJQNLNFD-UHFFFAOYSA-N
COc1ccc2cc(CCC(C)=O)ccc2c1,3.06,BLXXJMDCKKHMKV-UHFFFAOYSA-N
Cc1noc2cc(N3CCN(C(=O)C4CCCCC4C(=O)NC4(C#N)CC4)C(C)C3)ccc12,2.67,MVLVSSYWLGSAFE-UHFFFAOYSA-N
CNC(C)C(=O)NC(C(=O)NC1CCN(Cc2ccccc2)C1)C1CCCCC1,1.49,OIKYOABFOPRPEZ-UHFFFAOYSA-N
O=C(Nc1ccc(O)cc1)c1ccc(O)cc1,1.5,WCTPJCYSFNTVKJ-UHFFFAOYSA-N
COC(=O)C(Cc1ccc([N+](=O)[O-])cc1)NC(=O)c1cccc2ccccc12,3.58,VMFGCGRAIBLAFY-UHFFFAOYSA-N
COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C1CCCCC1)CCC(=O)N2C,2.87,LRDRLMCOSRRVKE-UHFFFAOYSA-N
Cc1ncc(-c2ccnc(Nc3ccc(C(N)=O)cc3)n2)n1C(C)C,2.39,NQOBQXGFENCWJP-UHFFFAOYSA-N
Cc1ccc(OCC(=O)O)c(-n2nc3ccccc3n2)c1,-0.84,GXUSNSHJHHHTQR-UHFFFAOYSA-N
Cc1ccc(-c2ccc3c(ccc4sc5c(c43)NCC(C)NC5=O)n2)cn1,3.6,CMWRPDHVGMHLSZ-UHFFFAOYSA-N
Cc1[nH]c2nc(NCc3ccc(Cl)cc3)nn2c(=O)c1Cc1ccccc1,3.7,PUPVNKBNWWGHOF-UHFFFAOYSA-N
O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccc(F)cc54)CC3)nc2N1,0.9,YENDMGDQIBLVIY-UHFFFAOYSA-N
c1ccc(Nc2ccccc2)cc1,3.2,DMBHHRLKUKUOEG-UHFFFAOYSA-N
CSCCC(NC(=O)c1ccccc1)c1nc2ccccc2n1Cc1ccc(C#N)cc1,4.24,DHNKGZRZFTXMAC-UHFFFAOYSA-N
CC1CN(C(=O)OC(C)(C)C)CCN1c1ncc(OCc2ccncc2C#N)cn1,3.33,SWOVRIONHBWLMV-UHFFFAOYSA-N
Oc1cccc2ccccc12,2.5,KJCVRFUGPWSIIH-UHFFFAOYSA-N
CCN1CCN(C(=O)c2cc3cc(Cl)ccc3[nH]2)CC1,3.14,ZOCFDPXVIYLYCH-UHFFFAOYSA-N
COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn2Cc1cccc(CNC(=O)C2COCCN2)c1,1.61,BRKCAVQLAJCUTK-UHFFFAOYSA-N
COc1ccc2c(c1)cc(C(=O)O)n2Cc1ccc(Cl)c(Cl)c1,1.66,YVHGTJBUUUTIDE-UHFFFAOYSA-N
NC(=O)c1cccc(OC2CC3CCC(C2)N3Cc2ccccc2)c1,1.61,NBLFFMILGMAYPO-UHFFFAOYSA-N
CC(N)C(=O)NC(C=CS(=O)(=O)c1ccccc1)CCc1ccccc1,1.66,PEGWSSHEIIFLNB-UHFFFAOYSA-N
CN1CCNc2nc(CCOc3ccc(CC(NC(=O)c4c(Cl)cccc4Cl)C(=O)O)cc3)ccc21,0.07,OEPVDEQVNNISKB-UHFFFAOYSA-N
c1ccc(CSc2nc3cccnc3[nH]2)cc1,3.22,XVUSYXIMPHYNBT-UHFFFAOYSA-N
O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,4.5,SGIWFELWJPNFDH-UHFFFAOYSA-N
CC(Nc1nc(Nc2ncc(C#N)s2)cc(N2CCOCC2)n1)c1ncc(F)cn1,2.26,KMLNYUOSFLLLQP-UHFFFAOYSA-N
CCN(CC)CCNC(=O)c1ccc(N)cc1,-0.92,REQCZEXYDRLIBE-UHFFFAOYSA-N
CC(C)Oc1cc(OCCc2ccsc2)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1,1.74,PTEMBHHJYAKKNK-UHFFFAOYSA-N
O=C(Nc1ccc(Nc2ccc(NC(=O)c3ccccc3)c3c2C(=O)c2ccccc2C3=O)c2c1C(=O)c1ccccc1C2=O)c1ccccc1,2.63,OZMARZSNLQTLII-UHFFFAOYSA-N
COc1ccc(C(=O)Nc2cc(NC(=O)c3cccc(N(C)C)c3)ccc2Br)cc1OC,3.49,RMQIZEHVBNACLF-UHFFFAOYSA-N
COc1ccccc1CNC1CCCNC1c1ccccc1,1.5,DTQNEFOKTXXQKV-UHFFFAOYSA-N
NC(=O)c1cccc(OC2CC3CCC(C2)N3CC2CC2)c1,0.07,AQEIRYQRLMXQPR-UHFFFAOYSA-N
Cc1cc(COC(=O)Nc2ccc(-c3ccccc3)n(CC(=O)NC(C(=O)C(F)(F)F)C(C)C)c2=O)cc(C)n1,2.38,PPKJSOZGHGROOV-UHFFFAOYSA-N
COCCCNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc4ccccn34)n2)cc1,3.41,JDXDUTOQTGQWJD-UHFFFAOYSA-N
CNC(C)C(O)c1ccccc1,-1.15,KWGRBVOPPLSCSI-UHFFFAOYSA-N
N#CC1(NC(=O)C2CCCCC2C(=O)N2CCc3[nH]c4c(C(F)(F)F)cccc4c3C2)CC1,3.75,YRLSAGVJGNJNON-UHFFFAOYSA-N
O=C(NC(Cc1ccc(OCCNc2nc3ccccc3[nH]2)cc1)C(=O)O)c1c(Cl)cccc1Cl,0.6,IFDCMTYFWOPBHL-UHFFFAOYSA-N
COc1nc(N)nc2c1ncn2C1OC(CO)C(O)C1O,-0.58,IXOXBSCIXZEQEQ-UHFFFAOYSA-N
CC1NC(C)(C)COC1(O)c1cccc(Cl)c1,1.69,RCOBKSKAZMVBHT-UHFFFAOYSA-N
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)N2CCN(c3ccccc3)CC2)CC1,2.67,JYULPTUAHQIXEE-UHFFFAOYSA-N
CN1CCN(C(=O)C2CCCCC2C(=O)NCC#N)CC1,-0.1,AMBNSCOYCMLIBF-UHFFFAOYSA-N
Fc1ccc(C2CC=CCNC2)cc1Cl,1.33,PTKQUPHPZRJQRH-UHFFFAOYSA-N
O=S(=O)(NCC(c1ccccc1)N1CCCCCC1)c1cc(Cl)cc(Cl)c1,3.36,ZIJBDKVFXXBXSL-UHFFFAOYSA-N
CN1CCC(c2cc(N3CCOCC3)nc(-c3cccc4[nH]ccc34)n2)(S(C)(=O)=O)CC1,1.9,ZGDNSSKAULWLPM-UHFFFAOYSA-N
Cc1cn(C2CCCN(S(=O)(=O)c3ccc(O)c(Oc4ccc(Cl)cc4)c3)C2)c(=O)[nH]c1=O,2.12,JYMOWFPJMLEQTQ-UHFFFAOYSA-N
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2cc(C)cc(C)c2)C2CCN(S(C)(=O)=O)CC2)CC1,1.93,IKWARAQMGAFTPX-UHFFFAOYSA-N
CNC(C)C(=O)NC(C(=O)NC1CCCN(CCc2ccc(OC)cc2)C1)C(C)(C)C,1.45,ATHKJBIDRCZNEI-UHFFFAOYSA-N
COC(=O)COc1ccc(O)cc1,0.92,OITXOTZGDJLEBU-UHFFFAOYSA-N
C(=Cc1nn[nH]n1)c1ccccc1,-0.4,UHYGCMNTYAEAHI-UHFFFAOYSA-N
CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,2.83,JURKNVYFZMSNLP-UHFFFAOYSA-N
O=C(NCCCCCCNCCc1ccc(O)c2nc(O)sc12)Nc1ccccc1,1.26,HFZQHWABRPOZHE-UHFFFAOYSA-N
CC1Sc2c(C(=O)O)c(=O)c3cc(F)c(N4CCNCC4)cc3n21,-1.1,SUXQDLLXIBLQHW-UHFFFAOYSA-N
COc1ccccc1S(=O)(=O)NC(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,0.89,UOWPMQNCLJZBEA-UHFFFAOYSA-N
O=C(NC(Cc1ccccc1)C(O)C(=O)N1CC(O)C(O)C1)c1cc2cc(Cl)ccc2[nH]1,2.8,GVDRRZOORHCTAN-UHFFFAOYSA-N
CCOc1ccc(-n2c(C(C)N(CC3CCN(C)CC3)C(=O)Cc3ccc(F)c(C(F)(F)F)c3)nc3ncccc3c2=O)cc1,1.4,CRCUNMKTEAUDDB-UHFFFAOYSA-N
CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)O)n2C1,3.07,UAWXGRJVZSAUSZ-UHFFFAOYSA-N
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CCC(O)C3)c(Oc3cccc4ccccc34)sc21,2.87,KGGUBHJOEDSZBC-UHFFFAOYSA-N
O=C(Nc1ccccc1)c1ccc(OCCCN2CCCC2)cc1OCc1ccccc1F,3.85,VGLMPJVZYHYTNL-UHFFFAOYSA-N
CCC(=O)NCCC1CCc2ccc3c(c21)CCO3,2.57,YLXDSYKOBKBWJQ-UHFFFAOYSA-N
CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,2.5,YASAKCUCGLMORW-UHFFFAOYSA-N
O=C(Cc1ccc(O)cc1)c1ccc(O)cc1O,2.54,KLFCJXAPIFIIFR-UHFFFAOYSA-N
Clc1cccc(Cl)c1-c1nnc2cccc(Cl)n12,2.66,JOHBKUWNNBRRRX-UHFFFAOYSA-N
CNCCCN1c2ccccc2CCc2ccccc21,1.24,HCYAFALTSJYZDH-UHFFFAOYSA-N
Cc1cn(C2CCCN(C(C)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3)C2)c(=O)[nH]c1=O,-0.3,TWYJYZNEFGIPER-UHFFFAOYSA-N
O=c1[nH]c2c(O)ccc(C(O)CNCCc3cccc(CNCCc4ccccn4)c3)c2s1,-0.07,WWEHZPFFGZLBOV-UHFFFAOYSA-N
CC(=O)NCC1CN(c2ccc(-n3ccc(C#N)c3)c(F)c2)C(=O)O1,1.6,AUSXUKWTTCOLJV-UHFFFAOYSA-N
CS(=O)(=O)C1(c2cc(N3CCOCC3)nc(-c3ccccc3)n2)CC1,2.6,DBEQXNURMUQEER-UHFFFAOYSA-N
COc1ccc2ncc(=O)n(CCN3CCC(NCc4ccc5c(n4)NC(=O)CO5)C(O)C3)c2c1,0.39,JSYFJFPXKDQANW-UHFFFAOYSA-N
O=S(=O)(Nc1nnc(-c2ccccc2)s1)c1ccc(Cl)cc1,1.14,SWLAKVCPDFLJCT-UHFFFAOYSA-N
Cn1sc(=O)c2cc(S(=O)(=O)NC3CC3)ccc21,1.3,QFTYONXEHAAWFH-UHFFFAOYSA-N
COc1ccc(-c2cc(NC(=O)Cc3ccc4ccccc4c3)[nH]n2)cc1OC,3.1,MWDDVVWQCWTAJY-UHFFFAOYSA-N
CN(C(=O)Cc1ccc(-n2cnnn2)cc1)C1CCN(Cc2ccc(C(F)(F)F)nc2)CC1F,1.8,FFVOALNBSADVPY-UHFFFAOYSA-N
COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,0.9,VCKUSRYTPJJLNI-UHFFFAOYSA-N
Cc1nc(N2CCN(c3ncc(OCc4ccncc4C#N)cn3)C(C)C2)no1,2.6,QIRMKHKIAOSXTB-UHFFFAOYSA-N
COc1cc(C(=O)NS(=O)(=O)c2ccccc2)ccc1Cn1ccc2ccc(NC(=O)OC3CCCC3)cc21,2.2,UAIHNHZCLSTVIR-UHFFFAOYSA-N
CCCc1c(OCc2ccc(C(=O)O)cc2)ccc(C(C)=O)c1O,2.1,AJEIZQFXOOTMAN-UHFFFAOYSA-N
Clc1ccc(-c2nnc3cccc(Cl)n23)c(Cl)c1,2.88,BVHWCNSBWPSOLG-UHFFFAOYSA-N
CCn1c(-c2ccnc(Nc3ccc(S(=O)(=O)NCCOC)cc3)n2)cnc1C,2.44,KVJXNCXRESCVKS-UHFFFAOYSA-N
O=C(NO)c1ccc(NS(=O)(=O)c2ccccc2)cc1,0.75,ZSIKBIFOAPITGF-UHFFFAOYSA-N
CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21,1.6,SLVMESMUVMCQIY-UHFFFAOYSA-N
Nc1ccnc(-c2cccnc2)n1,0.44,USBDVWRRXXQEOL-UHFFFAOYSA-N
Cc1nc(C)c(-c2ccc(C3CCC(CC(N)=O)CC3)cc2)nc1C(N)=O,2.7,AUAYEZNPJOOJDS-UHFFFAOYSA-N
O=c1[nH]n(C(c2ccccn2)C2CCCC2)c(=O)c2c(O)c3ccc(Cl)cc3nc12,1.9,VIURRUCEASJZMV-UHFFFAOYSA-N
Cc1cccc(NS(=O)(=O)c2ccc(-c3ccc(C#N)cc3)cc2)n1,2.42,OWYWZVRZIUBCOM-UHFFFAOYSA-N
CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,2.33,KTEIFNKAUNYNJU-UHFFFAOYSA-N
Cc1noc(C)c1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCOCC2)CC1,0.9,ISHINUUQDKDNHQ-UHFFFAOYSA-N
Cc1ccccc1C(=O)NCC12CC3CC(CC(C3)C1)C2,4.28,PFIKYMCZQKTDKR-UHFFFAOYSA-N
CN1CCN(C(=O)c2ccc(C(=C3CCN(Cc4cscn4)CC3)c3cccc4cccnc34)cc2)CC1,1.98,WZEKVKYZWVQTGZ-UHFFFAOYSA-N
CC1(C)N=C(N)N=C(N)N1c1ccc(Oc2ccc(Cl)cc2)c(Cl)c1,0.79,DQGSSSLXBXDNFM-UHFFFAOYSA-N
COc1ccc(-n2cnc3cc(NS(=O)(=O)c4ccccc4)ccc32)cc1,3.7,JREVTXZNJDBREG-UHFFFAOYSA-N
O=C(O)c1ccccc1CN1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,2.48,DMQWGZFKPDYZCH-UHFFFAOYSA-N
CNc1nc(C)c(-c2nc(Nc3cccc(N4CCCN(C(C)=O)CC4)c3)ncc2C#N)s1,3.2,DZHBFQMOLIUZMP-UHFFFAOYSA-N
Fc1cc(-c2cccc3ncc(-c4cnn(C5CCNCC5)c4)nc23)cc(F)c1CN1CCOCC1,1.86,IBPVXAOOVUAOKJ-UHFFFAOYSA-N
CCC(c1nc2ccsc2c(=O)n1Cc1cccnc1)N(CCCN)C(=O)c1ccc(C)cc1,0.01,PYZJEBUGEMSRBU-UHFFFAOYSA-N
O=C(O)c1cc2cc(OCc3ccccc3)ccc2[nH]1,0.4,MVCLSAMNMAWXFQ-UHFFFAOYSA-N
O=C(O)c1ccccc1C(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,1.73,RIEFZSRXHBEIFW-UHFFFAOYSA-N
Cc1nc(-c2ccc(C)c(NC(=O)c3ccc(OCc4ccccn4)cc3)c2)c[nH]1,2.97,VHCKBVYAKAYQCA-UHFFFAOYSA-N
CCc1c(C)nc(SCC(=O)Nc2nc(-c3ccc(OC)cc3)cs2)nc1O,3.78,QSIYTNYMBWYHAA-UHFFFAOYSA-N
COC1CN(CCn2c(=O)ccc3ccc(C#N)cc32)CCC1NCc1cc2c(cn1)OCCO2,0.63,XMIYZMBRDBBHKC-UHFFFAOYSA-N
Nc1cc(C(F)(F)F)c(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)cn1,2.7,CWHUFRVAEUJCEF-UHFFFAOYSA-N
O=C(O)CCc1ccc(OCc2cc(Cl)ccc2-c2ccccc2)cc1,3.22,WROWNDRSPMCZLY-UHFFFAOYSA-N
COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,0.8,OROGSEYTTFOCAN-UHFFFAOYSA-N
CNC(=O)c1cc(-c2ccccc2)sc1NC(N)=O,3.19,XUMVGDNPUZOUSZ-UHFFFAOYSA-N
CC(NC(=O)Cc1cc(F)cc(F)c1)C(=O)NC1C(=O)N(C)c2ccccc2-c2ccccc21,3.6,QSHGISMANBKLQL-UHFFFAOYSA-N
CC(NC(=O)c1cccc2c1N(Cc1ccc(Cl)cc1)CC2)c1ccc(C(=O)O)cc1,1.47,CMCWSTGGSPSOCO-UHFFFAOYSA-N
CC(=O)Nc1cccc(Nc2ncnc(N3CCC(OCc4ccc(OC(F)(F)F)cc4)CC3)n2)c1C,4.4,QLKAFHZJICDACE-UHFFFAOYSA-N
CC(O)(C(=O)Nc1ccc(S(=O)(=O)c2ccc(F)cc2)cc1)C(F)(F)F,3.12,ZGRQGEXXUUJWQS-UHFFFAOYSA-N
CC1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1,-0.15,DZZWHBIBMUVIIW-UHFFFAOYSA-N
Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=NC(CC(=O)OC(C)(C)C)c1nnc(C)n1-2,3.82,DNVXATUJJDPFDM-UHFFFAOYSA-N
CSc1ccc(OCc2ccccc2)c(C(=O)Nc2ccc(C(=O)O)cn2)c1,1.6,SGVBMRQPHGWPCB-UHFFFAOYSA-N
Oc1ccc(-c2nc3ccccc3s2)cc1,4.1,ODMDLCWSMSFWCW-UHFFFAOYSA-N
COc1cc(Nc2nc(NC(C)c3ncc(F)cn3)nc(N3CCOCC3)c2Cl)n[nH]1,2.85,UXPJEUHRPHLFQP-UHFFFAOYSA-N
O=C(NNc1cccc(Cl)c1)c1cccnc1Cl,1.87,ZRJBRTSDQJUITB-UHFFFAOYSA-N
Cc1ccc(NC(=O)CCC2CCCCC2)cc1NC(=O)c1ccc(O)cc1,4.13,RBPUOJLMVIWULQ-UHFFFAOYSA-N
CCc1c(C(=O)C(N)=O)c2c(OCC(N)=O)cccc2n1Cc1ccccc1,2.1,HJPAGOZVVSAGKR-UHFFFAOYSA-N
Nc1cccc2c1-c1ccccc1C(=O)C2=O,2.31,GNQVNMOALCQXTO-UHFFFAOYSA-N
COc1ccc2cc(C(C)C(=O)O)ccc2c1,0.23,CMWTZPSULFXXJA-UHFFFAOYSA-N
CCOC(=O)Nc1cccc(C(c2ccc(C(=O)N3CCC3)cc2)N2CCN(Cc3cccnc3)CC2)c1,3.02,XSFBTECQJYZXLG-UHFFFAOYSA-N
c1ccc(C2Cc3ccccc3CN2)cc1,1.9,RFLDHZLAQOBNRW-UHFFFAOYSA-N
CCN(CC)S(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1,0.67,AJOOJNSIVXELDW-UHFFFAOYSA-N
CN(C)CCOC(C)(c1ccccc1)c1ccccn1,-0.2,HCFDWZZGGLSKEP-UHFFFAOYSA-N
NCCc1ccc(O)c2nc(O)sc12,0.33,YPLJLRNXOFWVTL-UHFFFAOYSA-N
COc1ccc(C(=O)Nc2c(Cl)cncc2Cl)c2cccnc12,2.09,UBYNBZKQYLBKFN-UHFFFAOYSA-N
C#CCN(c1ccnc(Nc2ccc(OCC(O)CN(C)C)cc2)n1)c1cc(Cl)ccc1Cl,3.2,VWDQVVDIPMQNAP-UHFFFAOYSA-N
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,2.23,ZNNLBTZKUZBEKO-UHFFFAOYSA-N
O=C(CO)N1CCCC1COc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12,3.71,FSHWIHXFSFIOAL-UHFFFAOYSA-N
CCN(CC)C(C)C(=O)c1ccccc1,1.18,XXEPPPIWZFICOJ-UHFFFAOYSA-N
CCCN(CCC)C(=O)c1cccc(C(=O)NC(Cc2ccccc2)C(O)CNCc2cccc(OC)c2)c1,2.7,WPRACYICKOKGTO-UHFFFAOYSA-N
Oc1cc(-c2ccccc2)nc2ccccc12,2.54,JGABMVVOXLQCKZ-UHFFFAOYSA-N
Cc1cc(O)ccc1N1C(=O)c2ccc(O)cc2C1=O,2.0,FURJOGJMQIOPCI-UHFFFAOYSA-N
FC(F)(F)c1cc(COCC(c2cccc(Cl)c2)N2CCNCC2)cc(C(F)(F)F)c1,4.2,XPQVVEFXDFZVJS-UHFFFAOYSA-N
COc1cc2ncnc(Nc3cc(NC(=O)c4cccc(N(C)C)c4)ccc3Cl)c2cc1OC,4.26,CXXCKESOBLFJAE-UHFFFAOYSA-N
CC1OC(n2cnc3c(N)nc(OCC45CC6CC(CC(C6)C4)C5)nc32)C(O)C1O,3.58,GQLSAKFMFOQMDM-UHFFFAOYSA-N
Cc1ccc(C(=O)NC(C)C)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,1.56,HEQNUTDAQBNSDS-UHFFFAOYSA-N
Cc1cnc(Nc2nc(NC(C)c3ncc(F)cn3)nc(N3CCOCC3)c2F)s1,3.27,NOLJFJNOWXBGKG-UHFFFAOYSA-N
O=C(O)c1ccc(-c2nnn(Cc3ccccc3F)n2)cc1,0.3,OFSQCVVIRPDWRO-UHFFFAOYSA-N
CC(C)NCC(O)COc1nccs1,-0.97,DREVJBVJBRSSDL-UHFFFAOYSA-N
CNC(=O)c1cccc(OC2CC3CCC(C2)N3Cc2ccccc2)c1,1.93,ANRXIHXQFLKMRJ-UHFFFAOYSA-N
C=CCc1ccccc1OCC(O)CNC(C)C,0.99,PAZJSJFMUHDSTF-UHFFFAOYSA-N
CC(=O)Nc1ccc2c(c1)c(-c1cc(NC3CC3)n3ncc(C#N)c3n1)cn2CCO,2.71,KGMKLEHOPKHACL-UHFFFAOYSA-N
O=C(O)c1ccccc1O,-1.36,YGSDEFSMJLZEOE-UHFFFAOYSA-N
Cn1cnc(-c2ccccc2)c1-c1cc2c(N)ncnc2s1,2.94,NTRDNLUCOPAXFK-UHFFFAOYSA-N
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,0.44,JLRGJRBPOGGCBT-UHFFFAOYSA-N
Cc1cn(C2CCCN(C(CC(C)C)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3)C2)c(=O)[nH]c1=O,0.91,DUMBOKZAFBZKLT-UHFFFAOYSA-N
COc1ccc(Cl)c(Nc2ncnc3cc(OC)cc(OC4CCN(C)CC4)c23)c1,3.6,UDMCXVWGJLMNDD-UHFFFAOYSA-N
CCOC(=O)c1ccc(OCCC2CCN(c3ccc(C)nn3)CC2)nc1,3.76,FHGFXYCEEMCXMW-UHFFFAOYSA-N
Cc1ccc2nc(CCNCCCO)ccc2c1NC(=O)CC12CC3CC(CC(C3)C1)C2,1.18,DGOSBQFZHGXKLM-UHFFFAOYSA-N
OCC(CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(NC3CC3)sc12,3.11,PAUMNFOGCBXNRU-UHFFFAOYSA-N
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccc(C#N)cc2)CC1,2.76,DIPLNRQADIPKHH-UHFFFAOYSA-N
CC(COCCCS(=O)(=O)CCNCCc1ccc(O)c2nc(O)sc12)c1ccccc1,2.32,UBJQXZATVZYJCB-UHFFFAOYSA-N
Cc1cnc(Nc2ccc(OCC(O)CN(C)C)cc2)nc1Nc1ccccc1,2.0,RDLYLDRPPNVESE-UHFFFAOYSA-N
CCCSc1nc(N2CCCC(C(=O)O)C2)ccc1C(=O)NC1CCCCC1,1.72,MFQPYWLVPWCPPR-UHFFFAOYSA-N
CC1CCCN1CCc1cc2cc(-c3ccc(C#N)cc3)ccc2o1,3.51,KFHYZKCRXNRKRC-UHFFFAOYSA-N
COc1cc2ncc(C(N)=O)c(Nc3cccc(Cl)c3)c2cc1OC,3.5,PDHPVHXEKOECNM-UHFFFAOYSA-N
O=S(=O)(NCC(c1ccccc1)N1CCCCCC1)c1ccc(Br)cc1,3.21,JHFBTSRKDIWNFH-UHFFFAOYSA-N
O=C(CCc1ccccc1O)Nc1ccccc1,2.71,IQLBYXYIRNJHIM-UHFFFAOYSA-N
CC1=C2CC3C(CC=C4CC(O)CCC43C)C2CCC12OC1CC(C)CNC1C2C,2.63,QASFUMOKHFSJGL-UHFFFAOYSA-N
NC(=O)N1c2ccccc2CC(O)c2ccccc21,0.79,BMPDWHIDQYTSHX-UHFFFAOYSA-N
Nc1nnc(-c2ccccc2)s1,1.8,UHZHEOAEJRHUBW-UHFFFAOYSA-N
Fc1ccc(C2CCN(C(=S)COCc3ccncc3)CC2)c(Cl)c1,4.23,VPTJFSRBGMCJRH-UHFFFAOYSA-N
COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,-0.73,PJSFRIWCGOHTNF-UHFFFAOYSA-N
COc1cc(Nc2nc(NC(C)c3ncc(F)cn3)ncc2Cl)n[nH]1,2.53,KWKMYGPZQBMLGC-UHFFFAOYSA-N
CC(c1ccsc1)n1[nH]c(=O)c2[nH]c3cc(Cl)ccc3c(=O)c2c1=O,0.9,VZHWNSMTILBIFF-UHFFFAOYSA-N
CCN1CCN(C(=O)c2cc3cc(F)ccc3[nH]2)CC1,2.28,NFFFSCCYVBXGOJ-UHFFFAOYSA-N
CC(C)CC(CO)Nc1nc(SCc2ccccc2)nc2nc(N)sc12,4.2,XCVNKDBFHMYYDO-UHFFFAOYSA-N
CN1CCCC1CCOC(C)(c1ccccc1)c1ccc(Cl)cc1,3.48,YNNUSGIPVFPVBX-UHFFFAOYSA-N
O=C(NC1CN2CCC1CC2)c1ccc(-c2ccccc2)s1,1.9,LEUSUHAAYXEGAO-UHFFFAOYSA-N
CC(NCC(O)c1ccc([N+](=O)[O-])cc1)C12CC3CC(CC(C3)C1)C2,3.53,OEZYOXZAUKYBEC-UHFFFAOYSA-N
Cc1ccc(Oc2cccc(CN3CCCC(n4cc(C)c(=O)[nH]c4=O)C3)c2)cc1,3.38,YMESTQZRALYQOC-UHFFFAOYSA-N
CCCN(CCNCCc1ccc(O)c2[nH]c(=O)sc12)C(=O)CCOCCc1ccccc1,2.23,SEVGGLORRBRKBR-UHFFFAOYSA-N
O=c1nc(NCc2ccccc2)sn1Cc1ccccc1,3.01,AIYGFUWNGMGUCQ-UHFFFAOYSA-N
COc1cc(OC)c(S(=O)(=O)N2c3ccccc3Oc3ccccc32)cc1NC(=O)Cc1ccnc(F)c1,3.37,NLSAEFKWDAMZCC-UHFFFAOYSA-N
O=C(O)c1ccc2c(c1)nc(Nc1cccc(Cl)c1)c1ccncc12,1.29,MUOKSQABCJCOPU-UHFFFAOYSA-N
N=C(N)Nc1nc(CSCCC(=N)NS(N)(=O)=O)cs1,-0.6,XUFQPHANEAPEMJ-UHFFFAOYSA-N
